Sno,MatchID,Team1,Team2,Winner,Year,Ground,Runs,Fours,Sixes,MatchTime,Ha1,Ha2,T1w,T2w,T1b,Groundcapacity,AvgSR
7,703,Sri Lanka,England,England,2018,Colombo (RPS),330,27,18,night,1,0,1,0,0,35000,124.5285714
0,643,Afghanistan,Zimbabwe,Afghanistan,2018,Sharjah,212,19,11,night,0,1,1,0,0,16000,100.9477778
1,644,Afghanistan,Zimbabwe,Afghanistan,2018,Sharjah,278,24,12,night,0,1,0,1,1,16000,108.7927778
2,681,Zimbabwe,Pakistan,Pakistan,2018,Harare,276,13,13,day,0,1,1,0,0,10000,106.1817647
3,683,Zimbabwe,Australia,Australia,2018,Harare,339,31,17,day,0,1,1,0,0,10000,102.026
4,685,Zimbabwe,Pakistan,Pakistan,2018,Harare,315,26,9,day,0,1,0,1,1,10000,125.2436364
5,687,Zimbabwe,Australia,Australia,2018,Harare,284,18,11,day,0,1,1,0,1,10000,120.1388235
6,698,South Africa,Zimbabwe,South Africa,2018,East London,266,20,13,night,1,0,1,0,1,15000,106.2615789
7,699,South Africa,Zimbabwe,South Africa,2018,Potchefstroom,253,22,13,night,1,0,0,1,0,20000,125.8006667
0,592,India,England,England,2017,Kanpur,276,21,8,daynight,1,0,0,1,1,45000,123.145
1,593,India,England,India,2017,Nagpur,271,14,9,night,1,0,0,1,1,45000,116.7841176
2,594,India,England,India,2017,Bengaluru,308,22,18,night,1,0,0,1,1,40000,109.8338889
3,614,England,South Africa,England,2017,Southampton,276,20,11,night,1,0,0,1,0,6500,138.775
4,615,England,South Africa,South Africa,2017,Taunton,325,34,11,daynight,1,0,1,0,0,6500,144.8255556
5,616,England,South Africa,England,2017,Cardiff,317,27,14,day,1,0,0,1,1,5500,119.8484211
6,622,England,West Indies,West Indies,2017,Chester-le-Street,314,27,13,daynight,1,0,1,0,0,5000,109.5436364
0,596,Australia,Sri Lanka,Sri Lanka,2017,Melbourne,320,29,5,night,1,0,0,1,1,90000,129.972
1,597,Australia,Sri Lanka,Sri Lanka,2017,Geelong,334,28,12,night,1,0,0,1,1,20000,112.7457143
2,598,Australia,Sri Lanka,Australia,2017,Adelaide,316,26,13,night,1,0,0,1,1,50000,123.3126316
3,623,India,Australia,India,2017,Ranchi,163,18,3,night,1,0,1,0,0,20000,110.1307692
4,624,India,Australia,Australia,2017,Guwahati,228,19,7,night,1,0,0,1,1,40000,119.7246667
0,589,South Africa,Sri Lanka,South Africa,2017,Centurion,224,20,14,night,1,0,0,1,1,20000,121.7566667
1,590,South Africa,Sri Lanka,Sri Lanka,2017,Johannesburg,220,16,5,day,1,0,1,0,1,28000,110.012
2,591,South Africa,Sri Lanka,Sri Lanka,2017,Cape Town,327,29,10,night,1,0,1,0,1,25000,125.6078571
3,595,New Zealand,South Africa,South Africa,2017,Auckland,278,23,16,night,1,0,1,0,0,41000,132.7057895
4,614,England,South Africa,England,2017,Southampton,276,20,11,night,1,0,0,1,0,6500,138.775
5,615,England,South Africa,South Africa,2017,Taunton,325,34,11,daynight,1,0,1,0,0,6500,144.8255556
6,616,England,South Africa,England,2017,Cardiff,317,27,14,day,1,0,0,1,1,5500,119.8484211
7,626,South Africa,Bangladesh,South Africa,2017,Bloemfontein,346,30,11,night,1,0,1,0,1,20000,122.0611765
8,628,South Africa,Bangladesh,South Africa,2017,Potchefstroom,354,32,15,day,1,0,0,1,1,20000,129.9352941
0,602,West Indies,Pakistan,Pakistan,2017,Bridgetown,215,19,6,day,1,0,0,1,1,28000,111.0073333
1,603,West Indies,Pakistan,Pakistan,2017,Port of Spain,253,25,6,day,1,0,1,0,0,25000,118.48
2,604,West Indies,Pakistan,West Indies,2017,Port of Spain,258,19,13,day,1,0,0,1,0,25000,126.1066667
3,605,West Indies,Pakistan,Pakistan,2017,Port of Spain,244,16,12,day,1,0,0,1,1,25000,106.704
4,611,West Indies,Afghanistan,West Indies,2017,Basseterre,210,19,9,night,1,0,0,1,0,8000,114.3835294
5,612,West Indies,Afghanistan,West Indies,2017,Basseterre,185,11,10,night,1,0,1,0,1,8000,129.374375
6,613,West Indies,Afghanistan,West Indies,2017,Basseterre,282,24,12,night,1,0,0,1,0,8000,116.6030769
7,617,West Indies,India,West Indies,2017,Kingston,357,32,20,day,1,0,1,0,0,20000,139.4181818
8,622,England,West Indies,West Indies,2017,Chester-le-Street,314,27,13,daynight,1,0,1,0,0,5000,109.5436364
9,636,New Zealand,West Indies,New Zealand,2017,Nelson,317,29,11,day,1,0,0,1,1,6000,120.5545
0,574,New Zealand,Bangladesh,New Zealand,2017,Napier,263,16,11,night,1,0,0,1,0,10500,124.336875
1,575,New Zealand,Bangladesh,New Zealand,2017,Mount Maunganui,320,23,14,day,1,0,0,1,1,20000,114.3145
2,576,New Zealand,Bangladesh,New Zealand,2017,Mount Maunganui,341,33,12,day,1,0,0,1,1,20000,128.9835714
3,595,New Zealand,South Africa,South Africa,2017,Auckland,278,23,16,night,1,0,1,0,0,41000,132.7057895
4,630,India,New Zealand,India,2017,Delhi,333,29,14,night,1,0,0,1,1,20000,141.1466667
5,631,India,New Zealand,New Zealand,2017,Rajkot,336,30,14,night,1,0,0,1,0,28000,123.2723077
6,632,India,New Zealand,India,2017,Thiruvananthapuram,117,7,6,night,1,0,0,1,1,55000,132.426
7,636,New Zealand,West Indies,New Zealand,2017,Nelson,317,29,11,day,1,0,0,1,1,6000,120.5545
0,592,India,England,England,2017,Kanpur,276,21,8,daynight,1,0,0,1,1,45000,123.145
1,593,India,England,India,2017,Nagpur,271,14,9,night,1,0,0,1,1,45000,116.7841176
2,594,India,England,India,2017,Bengaluru,308,22,18,night,1,0,0,1,1,40000,109.8338889
3,617,West Indies,India,West Indies,2017,Kingston,357,32,20,day,1,0,1,0,0,20000,139.4181818
4,618,Sri Lanka,India,India,2017,Colombo (RPS),330,29,10,night,1,0,0,1,1,35000,136.2314286
5,623,India,Australia,India,2017,Ranchi,163,18,3,night,1,0,1,0,0,20000,110.1307692
6,624,India,Australia,Australia,2017,Guwahati,228,19,7,night,1,0,0,1,1,40000,119.7246667
7,630,India,New Zealand,India,2017,Delhi,333,29,14,night,1,0,0,1,1,20000,141.1466667
8,631,India,New Zealand,New Zealand,2017,Rajkot,336,30,14,night,1,0,0,1,0,28000,123.2723077
9,632,India,New Zealand,India,2017,Thiruvananthapuram,117,7,6,night,1,0,0,1,1,55000,132.426
10,633,India,Sri Lanka,India,2017,Cuttack,258,22,6,night,1,0,0,1,1,20000,119.868125
11,634,India,Sri Lanka,India,2017,Indore,414,32,31,night,1,0,0,1,1,20000,122.1944444
12,635,India,Sri Lanka,India,2017,Mumbai,258,24,5,night,1,0,1,0,0,32000,133.640625
0,602,West Indies,Pakistan,Pakistan,2017,Bridgetown,215,19,6,day,1,0,0,1,1,28000,111.0073333
1,603,West Indies,Pakistan,Pakistan,2017,Port of Spain,253,25,6,day,1,0,1,0,0,25000,118.48
2,604,West Indies,Pakistan,West Indies,2017,Port of Spain,258,19,13,day,1,0,0,1,0,25000,126.1066667
3,605,West Indies,Pakistan,Pakistan,2017,Port of Spain,244,16,12,day,1,0,0,1,1,25000,106.704
4,619,Pakistan,World-XI,Pakistan,2017,Lahore,357,38,13,night,1,0,0,1,1,20000,134.95625
5,620,Pakistan,World-XI,World-XI,2017,Lahore,336,25,14,night,1,0,1,0,1,20000,124.2841667
6,621,Pakistan,World-XI,Pakistan,2017,Lahore,326,30,11,night,1,0,0,1,1,20000,118.444375
7,625,Pakistan,Sri Lanka,Pakistan,2017,Abu Dhabi,194,15,2,night,0,1,1,0,0,20000,119.014375
8,627,Pakistan,Sri Lanka,Pakistan,2017,Abu Dhabi,235,16,2,night,0,1,1,0,0,20000,124.3433333
9,629,Pakistan,Sri Lanka,Pakistan,2017,Lahore,315,24,10,night,1,0,0,1,1,20000,125.475
0,589,South Africa,Sri Lanka,South Africa,2017,Centurion,224,20,14,night,1,0,0,1,1,20000,121.7566667
1,590,South Africa,Sri Lanka,Sri Lanka,2017,Johannesburg,220,16,5,day,1,0,1,0,1,28000,110.012
2,591,South Africa,Sri Lanka,Sri Lanka,2017,Cape Town,327,29,10,night,1,0,1,0,1,25000,125.6078571
3,596,Australia,Sri Lanka,Sri Lanka,2017,Melbourne,320,29,5,night,1,0,0,1,1,90000,129.972
4,597,Australia,Sri Lanka,Sri Lanka,2017,Geelong,334,28,12,night,1,0,0,1,1,20000,112.7457143
5,598,Australia,Sri Lanka,Australia,2017,Adelaide,316,26,13,night,1,0,0,1,1,50000,123.3126316
6,606,Sri Lanka,Bangladesh,Sri Lanka,2017,Colombo (RPS),290,30,4,night,1,0,0,1,0,35000,130.7621429
7,607,Sri Lanka,Bangladesh,Bangladesh,2017,Colombo (RPS),296,29,7,night,1,0,0,1,0,35000,122.6733333
8,618,Sri Lanka,India,India,2017,Colombo (RPS),330,29,10,night,1,0,0,1,1,35000,136.2314286
9,625,Pakistan,Sri Lanka,Pakistan,2017,Abu Dhabi,194,15,2,night,0,1,1,0,0,20000,119.014375
10,627,Pakistan,Sri Lanka,Pakistan,2017,Abu Dhabi,235,16,2,night,0,1,1,0,0,20000,124.3433333
11,629,Pakistan,Sri Lanka,Pakistan,2017,Lahore,315,24,10,night,1,0,0,1,1,20000,125.475
12,633,India,Sri Lanka,India,2017,Cuttack,258,22,6,night,1,0,0,1,1,20000,119.868125
13,634,India,Sri Lanka,India,2017,Indore,414,32,31,night,1,0,0,1,1,20000,122.1944444
14,635,India,Sri Lanka,India,2017,Mumbai,258,24,5,night,1,0,1,0,0,32000,133.640625
0,503,South Africa,England,South Africa,2016,Cape Town,256,21,5,night,1,0,1,0,0,25000,128.0010526
1,506,South Africa,England,South Africa,2016,Johannesburg,324,25,20,day,1,0,1,0,0,28000,118.5192857
2,537,England,West Indies,West Indies,2016,Mumbai,337,28,20,night,0,0,0,1,1,32000,127.0792308
3,540,England,South Africa,England,2016,Mumbai,429,39,22,night,0,0,1,0,0,32000,131.696875
4,546,Afghanistan,England,England,2016,Delhi,249,22,9,daynight,0,0,0,1,0,20000,123.8495
5,551,England,Sri Lanka,England,2016,Delhi,313,24,16,night,0,1,0,1,1,20000,113.00375
6,555,England,New Zealand,England,2016,Delhi,299,33,9,night,0,0,1,0,0,20000,138.0378571
7,557,England,West Indies,West Indies,2016,Kolkata,302,24,12,night,0,0,0,1,1,66000,122.9415789
8,561,England,Sri Lanka,England,2016,Southampton,263,14,9,night,1,0,0,1,0,6500,100.06
9,566,England,Pakistan,Pakistan,2016,Manchester,256,27,6,night,1,0,1,0,1,19000,126.3041667
0,485,Australia,India,India,2016,Adelaide,319,26,11,night,1,0,1,0,0,50000,119.2075
1,486,Australia,India,India,2016,Melbourne,324,30,9,night,1,0,1,0,0,90000,121.9942857
2,489,Australia,India,India,2016,Sydney,381,34,12,night,1,0,1,0,1,44002,128.0991667
3,519,South Africa,Australia,South Africa,2016,Durban,303,23,13,night,1,0,0,1,0,25000,134.7015
4,520,South Africa,Australia,Australia,2016,Johannesburg,390,34,20,day,1,0,0,1,1,28000,134.72125
5,526,South Africa,Australia,Australia,2016,Cape Town,348,29,14,night,1,0,1,0,1,25000,140.1816667
6,539,Australia,New Zealand,New Zealand,2016,Dharamsala,266,21,9,daynight,0,0,0,1,0,20000,132.884
7,544,Australia,Bangladesh,Australia,2016,Bengaluru,297,30,10,night,0,0,1,0,0,40000,128.47125
8,548,Australia,Pakistan,Australia,2016,Mohali,349,36,11,daynight,0,0,1,0,1,20000,129.589375
9,553,India,Australia,India,2016,Mohali,302,30,8,daynight,0,0,0,1,0,20000,142.0278571
10,565,Sri Lanka,Australia,Australia,2016,Pallekele,413,41,20,night,1,0,1,0,0,35000,112.1886667
11,567,Sri Lanka,Australia,Australia,2016,Colombo (RPS),246,21,5,night,1,0,1,0,1,35000,115.2752632
0,503,South Africa,England,South Africa,2016,Cape Town,256,21,5,night,1,0,1,0,0,25000,128.0010526
1,506,South Africa,England,South Africa,2016,Johannesburg,324,25,20,day,1,0,1,0,0,28000,118.5192857
2,519,South Africa,Australia,South Africa,2016,Durban,303,23,13,night,1,0,0,1,0,25000,134.7015
3,520,South Africa,Australia,Australia,2016,Johannesburg,390,34,20,day,1,0,0,1,1,28000,134.72125
4,526,South Africa,Australia,Australia,2016,Cape Town,348,29,14,night,1,0,1,0,1,25000,140.1816667
5,540,England,South Africa,England,2016,Mumbai,429,39,22,night,0,0,1,0,0,32000,131.696875
6,542,Afghanistan,South Africa,South Africa,2016,Mumbai,368,36,19,daynight,0,0,0,1,0,32000,137.4316667
7,549,South Africa,West Indies,West Indies,2016,Nagpur,229,18,5,night,0,0,0,1,1,45000,125.6438889
8,554,South Africa,Sri Lanka,South Africa,2016,Delhi,226,20,6,night,0,1,1,0,0,20000,108.3786667
0,537,England,West Indies,West Indies,2016,Mumbai,337,28,20,night,0,0,0,1,1,32000,127.0792308
1,543,Sri Lanka,West Indies,West Indies,2016,Bengaluru,231,19,9,night,1,0,0,1,1,40000,102.495625
2,549,South Africa,West Indies,West Indies,2016,Nagpur,229,18,5,night,0,0,0,1,1,45000,125.6438889
3,552,Afghanistan,West Indies,Afghanistan,2016,Nagpur,232,13,9,night,0,0,0,1,1,45000,121.9578947
4,556,India,West Indies,West Indies,2016,Mumbai,377,37,15,night,0,0,0,1,1,32000,137.4322222
5,557,England,West Indies,West Indies,2016,Kolkata,302,24,12,night,0,0,0,1,1,66000,122.9415789
6,562,India,West Indies,West Indies,2016,Lauderhill,477,35,32,day,0,1,1,0,0,20000,134.0146154
7,563,India,West Indies,no result,2016,Lauderhill,148,12,7,day,0,1,1,0,0,20000,122.1015385
8,568,Pakistan,West Indies,Pakistan,2016,Dubai (DSC),217,22,7,night,0,0,1,0,0,25000,120.5135714
9,569,Pakistan,West Indies,Pakistan,2016,Dubai (DSC),276,26,5,night,0,0,0,1,1,25000,125.74875
10,570,Pakistan,West Indies,Pakistan,2016,Abu Dhabi,201,16,2,night,0,0,1,0,0,20000,105.9872727
0,474,New Zealand,Sri Lanka,New Zealand,2016,Mount Maunganui,348,28,14,day,1,0,0,1,1,20000,116.5794118
1,476,New Zealand,Sri Lanka,New Zealand,2016,Auckland,282,23,16,day,1,0,1,0,0,41000,104.9461538
2,478,New Zealand,Pakistan,Pakistan,2016,Auckland,311,25,15,daynight,1,0,1,0,0,41000,114.4538095
3,480,New Zealand,Pakistan,New Zealand,2016,Hamilton,316,33,12,daynight,1,0,0,1,0,10000,124.0536364
4,483,New Zealand,Pakistan,New Zealand,2016,Wellington,284,28,9,daynight,1,0,0,1,1,33500,120.1436842
5,535,India,New Zealand,New Zealand,2016,Nagpur,188,13,4,night,0,0,0,1,0,45000,108.17
6,539,Australia,New Zealand,New Zealand,2016,Dharamsala,266,21,9,daynight,0,0,0,1,0,20000,132.884
7,545,New Zealand,Pakistan,New Zealand,2016,Mohali,322,31,7,night,0,0,1,0,1,20000,132.9921429
8,550,Bangladesh,New Zealand,New Zealand,2016,Kolkata,203,15,6,daynight,0,0,0,1,0,66000,114.8366667
9,555,England,New Zealand,England,2016,Delhi,299,33,9,night,0,0,1,0,0,20000,138.0378571
0,485,Australia,India,India,2016,Adelaide,319,26,11,night,1,0,1,0,0,50000,119.2075
1,486,Australia,India,India,2016,Melbourne,324,30,9,night,1,0,1,0,0,90000,121.9942857
2,489,Australia,India,India,2016,Sydney,381,34,12,night,1,0,1,0,1,44002,128.0991667
3,496,India,Sri Lanka,Sri Lanka,2016,Pune,190,15,7,night,1,0,0,1,1,20000,101.3161111
4,497,India,Sri Lanka,India,2016,Ranchi,310,25,10,night,1,0,0,1,1,20000,105.6778947
5,499,India,Sri Lanka,India,2016,Visakhapatnam,157,15,4,night,1,0,1,0,0,25000,92.48785714
6,509,Bangladesh,India,India,2016,Dhaka,270,23,8,night,0,0,1,0,0,25000,116.9105882
7,512,India,Pakistan,India,2016,Dhaka,139,18,0,night,0,0,1,0,0,25000,109.9083333
8,515,India,Sri Lanka,India,2016,Dhaka,269,29,6,night,1,0,1,0,0,25000,117.5147059
9,517,India,U.A.E.,India,2016,Dhaka,154,20,3,night,0,0,0,0,0,25000,98.80857143
10,521,Bangladesh,India,India,2016,Dhaka,239,27,5,night,0,0,0,1,1,25000,126.8527273
11,535,India,New Zealand,New Zealand,2016,Nagpur,188,13,4,night,0,0,0,1,0,45000,108.17
12,541,India,Pakistan,India,2016,Kolkata,219,22,5,night,0,0,1,0,0,66000,129.8884615
13,547,India,Bangladesh,India,2016,Bengaluru,283,22,11,night,0,0,0,1,1,40000,123.5973684
14,553,India,Australia,India,2016,Mohali,302,30,8,daynight,0,0,0,1,0,20000,142.0278571
15,556,India,West Indies,West Indies,2016,Mumbai,377,37,15,night,0,0,0,1,1,32000,137.4322222
16,558,Zimbabwe,India,Zimbabwe,2016,Harare,316,24,16,day,1,0,0,1,1,10000,110.2905882
17,559,Zimbabwe,India,India,2016,Harare,189,16,5,day,1,0,1,0,1,10000,92.03769231
18,560,Zimbabwe,India,India,2016,Harare,257,23,8,day,1,0,1,0,0,10000,131.6893333
19,562,India,West Indies,West Indies,2016,Lauderhill,477,35,32,day,0,1,1,0,0,20000,134.0146154
20,563,India,West Indies,no result,2016,Lauderhill,148,12,7,day,0,1,1,0,0,20000,122.1015385
0,478,New Zealand,Pakistan,Pakistan,2016,Auckland,311,25,15,daynight,1,0,1,0,0,41000,114.4538095
1,480,New Zealand,Pakistan,New Zealand,2016,Hamilton,316,33,12,daynight,1,0,0,1,0,10000,124.0536364
2,483,New Zealand,Pakistan,New Zealand,2016,Wellington,284,28,9,daynight,1,0,0,1,1,33500,120.1436842
3,512,India,Pakistan,India,2016,Dhaka,139,18,0,night,0,0,1,0,0,25000,109.9083333
4,514,Pakistan,U.A.E.,Pakistan,2016,Dhaka,248,25,12,night,0,0,0,0,0,25000,103.8176923
5,516,Bangladesh,Pakistan,Bangladesh,2016,Dhaka,252,22,7,night,0,0,0,1,0,25000,122.74
6,518,Pakistan,Sri Lanka,Pakistan,2016,Dhaka,287,35,5,night,0,1,1,0,0,25000,115.0816667
7,536,Bangladesh,Pakistan,Pakistan,2016,Kolkata,336,37,12,daynight,0,0,0,1,0,66000,127.6046667
8,541,India,Pakistan,India,2016,Kolkata,219,22,5,night,0,0,1,0,0,66000,129.8884615
9,545,New Zealand,Pakistan,New Zealand,2016,Mohali,322,31,7,night,0,0,1,0,1,20000,132.9921429
10,548,Australia,Pakistan,Australia,2016,Mohali,349,36,11,daynight,0,0,1,0,1,20000,129.589375
11,566,England,Pakistan,Pakistan,2016,Manchester,256,27,6,night,1,0,1,0,1,19000,126.3041667
12,568,Pakistan,West Indies,Pakistan,2016,Dubai (DSC),217,22,7,night,0,0,1,0,0,25000,120.5135714
13,569,Pakistan,West Indies,Pakistan,2016,Dubai (DSC),276,26,5,night,0,0,0,1,1,25000,125.74875
14,570,Pakistan,West Indies,Pakistan,2016,Abu Dhabi,201,16,2,night,0,0,1,0,0,20000,105.9872727
0,474,New Zealand,Sri Lanka,New Zealand,2016,Mount Maunganui,348,28,14,day,1,0,0,1,1,20000,116.5794118
1,476,New Zealand,Sri Lanka,New Zealand,2016,Auckland,282,23,16,day,1,0,1,0,0,41000,104.9461538
2,496,India,Sri Lanka,Sri Lanka,2016,Pune,190,15,7,night,1,0,0,1,1,20000,101.3161111
3,497,India,Sri Lanka,India,2016,Ranchi,310,25,10,night,1,0,0,1,1,20000,105.6778947
4,499,India,Sri Lanka,India,2016,Visakhapatnam,157,15,4,night,1,0,1,0,0,25000,92.48785714
5,510,Sri Lanka,U.A.E.,Sri Lanka,2016,Dhaka,223,21,3,night,1,0,0,0,0,25000,97.857
6,513,Bangladesh,Sri Lanka,Bangladesh,2016,Dhaka,264,22,8,night,1,0,1,0,1,25000,112.6233333
7,515,India,Sri Lanka,India,2016,Dhaka,269,29,6,night,1,0,1,0,0,25000,117.5147059
8,518,Pakistan,Sri Lanka,Pakistan,2016,Dhaka,287,35,5,night,0,1,1,0,0,25000,115.0816667
9,538,Afghanistan,Sri Lanka,Sri Lanka,2016,Kolkata,296,26,13,night,0,1,1,0,1,66000,129.878
10,543,Sri Lanka,West Indies,West Indies,2016,Bengaluru,231,19,9,night,1,0,0,1,1,40000,102.495625
11,551,England,Sri Lanka,England,2016,Delhi,313,24,16,night,0,1,0,1,1,20000,113.00375
12,554,South Africa,Sri Lanka,South Africa,2016,Delhi,226,20,6,night,0,1,1,0,0,20000,108.3786667
13,561,England,Sri Lanka,England,2016,Southampton,263,14,9,night,1,0,0,1,0,6500,100.06
14,565,Sri Lanka,Australia,Australia,2016,Pallekele,413,41,20,night,1,0,1,0,0,35000,112.1886667
15,567,Sri Lanka,Australia,Australia,2016,Colombo (RPS),246,21,5,night,1,0,1,0,1,35000,115.2752632
0,475,Afghanistan,Zimbabwe,Afghanistan,2016,Sharjah,337,24,21,night,0,0,1,0,1,16000,123.1864706
1,477,Afghanistan,Zimbabwe,Afghanistan,2016,Sharjah,319,21,20,night,0,0,0,1,1,16000,119.355
2,479,Bangladesh,Zimbabwe,Bangladesh,2016,Khulna,305,29,8,day,1,0,0,1,0,20000,122.03125
3,481,Bangladesh,Zimbabwe,Bangladesh,2016,Khulna,278,20,12,day,1,0,1,0,1,20000,108.6473333
4,482,Bangladesh,Zimbabwe,Zimbabwe,2016,Khulna,331,36,10,day,1,0,0,1,0,20000,110.7375
5,484,Bangladesh,Zimbabwe,Zimbabwe,2016,Khulna,323,27,16,day,1,0,0,1,0,20000,123.0129412
6,522,Hong Kong,Zimbabwe,Zimbabwe,2016,Nagpur,286,24,10,daynight,0,0,1,0,0,45000,114.9094444
7,527,Scotland,Zimbabwe,Zimbabwe,2016,Nagpur,264,24,5,daynight,0,0,0,1,0,45000,111.4189474
8,531,Afghanistan,Zimbabwe,Afghanistan,2016,Nagpur,273,22,9,daynight,0,0,1,0,1,45000,127.5910526
9,558,Zimbabwe,India,Zimbabwe,2016,Harare,316,24,16,day,1,0,0,1,1,10000,110.2905882
10,559,Zimbabwe,India,India,2016,Harare,189,16,5,day,1,0,1,0,1,10000,92.03769231
11,560,Zimbabwe,India,India,2016,Harare,257,23,8,day,1,0,1,0,0,10000,131.6893333
0,423,England,New Zealand,England,2015,Manchester,314,32,10,daynight,1,0,1,0,1,19000,123.526
1,453,England,Australia,England,2015,Cardiff,345,28,16,day,1,0,0,1,1,5500,120.8264706
2,468,England,Pakistan,England,2015,Dubai (DSC),295,27,9,night,0,0,1,0,1,25000,121.8958824
3,469,England,Pakistan,England,2015,Dubai (DSC),324,21,16,night,0,0,1,0,1,25000,130.8625
4,473,England,Pakistan,tied,2015,Sharjah,289,22,12,night,0,0,1,0,1,16000,132.7205263
0,453,England,Australia,England,2015,Cardiff,345,28,16,day,1,0,0,1,1,5500,120.8264706
0,413,South Africa,West Indies,West Indies,2015,Cape Town,322,29,13,night,1,0,1,0,1,25000,140.2242857
1,414,South Africa,West Indies,West Indies,2015,Johannesburg,445,44,24,day,1,0,0,1,1,28000,140.035
2,415,South Africa,West Indies,South Africa,2015,Durban,302,24,12,night,1,0,0,1,1,25000,117.15125
