Sno,MatchID,Team1,Team2,Winner,Year,Ground,Runs,Fours,Sixes,MatchTime,Ha1,Ha2,T1w,T2w,T1b,Groundcapacity,AvgSR
2,149,New Zealand,Australia,tied,2010,Christchurch,404,40,21,night,1,0,1,0,1,36500,115.5992308
3,151,New Zealand,Sri Lanka,New Zealand,2010,Providence,267,16,10,day,0,0,0,1,0,15000,106.0411765
4,159,New Zealand,Zimbabwe,New Zealand,2010,Providence,103,8,0,day,0,1,1,0,0,15000,93.08428571
5,164,New Zealand,South Africa,South Africa,2010,Bridgetown,305,18,17,day,0,1,0,1,0,28000,116.1053333
6,167,New Zealand,Pakistan,New Zealand,2010,Bridgetown,243,20,8,day,0,0,0,1,1,28000,117.3164706
7,172,England,New Zealand,England,2010,Gros Islet,288,25,7,day,0,0,0,1,0,12400,116.7094118
8,180,New Zealand,Sri Lanka,New Zealand,2010,Lauderhill,198,13,2,day,0,1,1,0,1,20000,98.427
9,181,New Zealand,Sri Lanka,Sri Lanka,2010,Lauderhill,157,10,2,day,0,1,1,0,1,20000,97.4725
10,193,New Zealand,Pakistan,New Zealand,2010,Auckland,274,24,16,day,1,0,1,0,0,41000,110.7188889
11,194,New Zealand,Pakistan,New Zealand,2010,Hamilton,315,21,18,night,1,0,0,1,1,10000,109.3905263
12,195,New Zealand,Pakistan,Pakistan,2010,Christchurch,252,31,7,night,1,0,0,1,0,36500,98.81052632
0,153,Afghanistan,India,India,2010,Gros Islet,217,11,10,day,0,0,0,1,1,12400,103.734
1,155,India,South Africa,India,2010,Gros Islet,349,21,18,day,0,1,0,1,1,12400,120.8807143
2,165,Australia,India,Australia,2010,Bridgetown,308,14,24,day,0,0,0,1,1,28000,123.82
3,169,West Indies,India,West Indies,2010,Bridgetown,298,22,16,day,0,0,0,1,1,28000,107.9626316
4,173,India,Sri Lanka,Sri Lanka,2010,Gros Islet,320,27,10,day,0,0,1,0,1,12400,116.1384615
5,182,Zimbabwe,India,India,2010,Harare,213,19,7,day,1,0,0,1,1,10000,100.1611765
6,183,Zimbabwe,India,India,2010,Harare,266,21,9,day,1,0,0,1,1,10000,115.9983333
0,134,Australia,Pakistan,Australia,2010,Melbourne,245,16,6,night,1,0,1,0,1,90000,112.0768182
1,144,England,Pakistan,England,2010,Dubai (DSC),241,21,4,night,0,1,0,1,0,25000,99.79066667
2,145,England,Pakistan,Pakistan,2010,Dubai (DSC),280,16,11,night,0,1,0,1,1,25000,105.77375
3,154,Bangladesh,Pakistan,Pakistan,2010,Gros Islet,316,27,8,day,0,0,0,1,0,12400,94.95785714
4,156,Australia,Pakistan,Australia,2010,Gros Islet,336,25,16,day,0,0,1,0,1,12400,120.4031818
5,163,England,Pakistan,England,2010,Bridgetown,282,26,10,day,0,0,1,0,0,28000,126.8335294
6,167,New Zealand,Pakistan,New Zealand,2010,Bridgetown,243,20,8,day,0,0,0,1,1,28000,117.3164706
7,171,Pakistan,South Africa,Pakistan,2010,Gros Islet,278,19,9,day,0,1,1,0,1,12400,115.3444444
8,176,Australia,Pakistan,Australia,2010,Gros Islet,355,24,22,day,0,0,1,0,0,12400,125.54875
9,184,Australia,Pakistan,Pakistan,2010,Birmingham,286,29,8,day,0,1,0,1,0,24803,115.2735
10,185,Australia,Pakistan,Pakistan,2010,Birmingham,294,37,5,day,0,1,0,1,0,24803,110.0972727
11,186,England,Pakistan,England,2010,Cardiff,251,23,0,day,1,0,1,0,0,5500,113.7892308
12,187,England,Pakistan,England,2010,Cardiff,164,13,5,night,1,0,0,1,0,5500,113.1829412
13,190,Pakistan,South Africa,South Africa,2010,Abu Dhabi,225,23,6,night,0,0,1,0,1,20000,111.8741176
14,191,Pakistan,South Africa,South Africa,2010,Abu Dhabi,230,19,6,night,0,0,1,0,1,20000,110.533125
15,193,New Zealand,Pakistan,New Zealand,2010,Auckland,274,24,16,day,1,0,1,0,0,41000,110.7188889
16,194,New Zealand,Pakistan,New Zealand,2010,Hamilton,315,21,18,night,1,0,0,1,1,10000,109.3905263
17,195,New Zealand,Pakistan,Pakistan,2010,Christchurch,252,31,7,night,1,0,0,1,0,36500,98.81052632
0,151,New Zealand,Sri Lanka,New Zealand,2010,Providence,267,16,10,day,0,0,0,1,0,15000,106.0411765
1,157,Sri Lanka,Zimbabwe,Sri Lanka,2010,Providence,186,11,9,day,0,1,1,0,1,15000,99.73666667
2,166,West Indies,Sri Lanka,Sri Lanka,2010,Bridgetown,303,31,8,day,0,0,0,1,0,28000,102.0526667
3,170,Australia,Sri Lanka,Australia,2010,Bridgetown,244,20,9,day,0,0,1,0,1,28000,107.6916667
4,173,India,Sri Lanka,Sri Lanka,2010,Gros Islet,320,27,10,day,0,0,1,0,1,12400,116.1384615
5,175,England,Sri Lanka,England,2010,Gros Islet,245,22,6,day,0,0,0,1,0,12400,110.6369231
6,180,New Zealand,Sri Lanka,New Zealand,2010,Lauderhill,198,13,2,day,0,1,1,0,1,20000,98.427
7,181,New Zealand,Sri Lanka,Sri Lanka,2010,Lauderhill,157,10,2,day,0,1,1,0,1,20000,97.4725
8,192,Australia,Sri Lanka,Sri Lanka,2010,Perth,255,28,5,daynight,1,0,1,0,1,18000,129.9121429
0,150,West Indies,Zimbabwe,Zimbabwe,2010,Port of Spain,160,8,4,day,1,0,0,1,0,25000,70.734
1,157,Sri Lanka,Zimbabwe,Sri Lanka,2010,Providence,186,11,9,day,0,1,1,0,1,15000,99.73666667
2,159,New Zealand,Zimbabwe,New Zealand,2010,Providence,103,8,0,day,0,1,1,0,0,15000,93.08428571
3,182,Zimbabwe,India,India,2010,Harare,213,19,7,day,1,0,0,1,1,10000,100.1611765
4,183,Zimbabwe,India,India,2010,Harare,266,21,9,day,1,0,0,1,1,10000,115.9983333
5,188,South Africa,Zimbabwe,South Africa,2010,Bloemfontein,323,33,14,night,1,0,0,1,0,20000,131.6372727
6,189,South Africa,Zimbabwe,South Africa,2010,Kimberley,364,37,14,day,1,0,1,0,1,20000,110.0011765
0,197,Australia,England,England,2011,Adelaide,304,31,8,night,1,0,1,0,1,50000,102.7082353
1,198,Australia,England,Australia,2011,Melbourne,277,16,6,night,1,0,1,0,1,90000,123.0276471
2,201,England,Sri Lanka,Sri Lanka,2011,Bristol,252,22,6,day,1,0,0,1,1,7000,97.31
3,204,England,India,England,2011,Manchester,311,33,8,night,1,0,0,1,0,19000,105.3311765
4,207,England,West Indies,England,2011,The Oval,242,20,8,night,1,0,1,0,0,23500,92.02615385
5,208,England,West Indies,West Indies,2011,The Oval,194,15,3,night,1,0,1,0,0,23500,96.26
6,214,India,England,England,2011,Kolkata,231,20,7,night,1,0,1,0,1,66000,95.536875
0,197,Australia,England,England,2011,Adelaide,304,31,8,night,1,0,1,0,1,50000,102.7082353
1,198,Australia,England,Australia,2011,Melbourne,277,16,6,night,1,0,1,0,1,90000,123.0276471
2,202,Sri Lanka,Australia,Sri Lanka,2011,Pallekele,342,36,11,night,1,0,0,1,1,35000,123.9113333
3,203,Sri Lanka,Australia,Sri Lanka,2011,Pallekele,288,27,10,night,1,0,1,0,1,35000,107.6354545
4,210,South Africa,Australia,Australia,2011,Cape Town,274,25,8,night,1,0,1,0,1,25000,100.6175
5,212,South Africa,Australia,South Africa,2011,Johannesburg,280,21,13,day,1,0,0,1,0,28000,111.3694444
0,196,South Africa,India,India,2011,Durban,301,25,12,day,1,0,0,1,0,20000,114.3433333
1,210,South Africa,Australia,Australia,2011,Cape Town,274,25,8,night,1,0,1,0,1,25000,100.6175
2,212,South Africa,Australia,South Africa,2011,Johannesburg,280,21,13,day,1,0,0,1,0,28000,111.3694444
0,199,West Indies,Pakistan,West Indies,2011,Gros Islet,279,25,7,day,1,0,1,0,1,12400,110.054
1,200,West Indies,India,India,2011,Port of Spain,282,22,11,day,1,0,1,0,0,25000,116.9226667
2,207,England,West Indies,England,2011,The Oval,242,20,8,night,1,0,1,0,0,23500,92.02615385
3,208,England,West Indies,West Indies,2011,The Oval,194,15,3,night,1,0,1,0,0,23500,96.26
4,209,Bangladesh,West Indies,Bangladesh,2011,Dhaka,251,17,9,daynight,1,0,1,0,0,25000,88.82631579
0,211,Zimbabwe,New Zealand,New Zealand,2011,Harare,240,17,10,day,1,0,0,1,1,10000,112.7309091
1,213,Zimbabwe,New Zealand,New Zealand,2011,Harare,319,27,15,day,1,0,1,0,0,10000,109.1826667
0,196,South Africa,India,India,2011,Durban,301,25,12,day,1,0,0,1,0,20000,114.3433333
1,200,West Indies,India,India,2011,Port of Spain,282,22,11,day,1,0,1,0,0,25000,116.9226667
2,204,England,India,England,2011,Manchester,311,33,8,night,1,0,0,1,0,19000,105.3311765
3,214,India,England,England,2011,Kolkata,231,20,7,night,1,0,1,0,1,66000,95.536875
0,199,West Indies,Pakistan,West Indies,2011,Gros Islet,279,25,7,day,1,0,1,0,1,12400,110.054
1,205,Zimbabwe,Pakistan,Pakistan,2011,Harare,279,26,8,day,1,0,1,0,0,10000,98.89176471
2,206,Zimbabwe,Pakistan,Pakistan,2011,Harare,256,25,4,day,1,0,0,1,0,10000,113.4083333
3,215,Pakistan,Sri Lanka,Pakistan,2011,Abu Dhabi,262,23,3,night,0,0,0,1,0,20000,92.23166667
4,216,Bangladesh,Pakistan,Pakistan,2011,Dhaka,195,14,3,daynight,1,0,0,1,0,25000,90.6805
0,201,England,Sri Lanka,Sri Lanka,2011,Bristol,252,22,6,day,1,0,0,1,1,7000,97.31
1,202,Sri Lanka,Australia,Sri Lanka,2011,Pallekele,342,36,11,night,1,0,0,1,1,35000,123.9113333
2,203,Sri Lanka,Australia,Sri Lanka,2011,Pallekele,288,27,10,night,1,0,1,0,1,35000,107.6354545
3,215,Pakistan,Sri Lanka,Pakistan,2011,Abu Dhabi,262,23,3,night,0,0,0,1,0,20000,92.23166667
0,205,Zimbabwe,Pakistan,Pakistan,2011,Harare,279,26,8,day,1,0,1,0,0,10000,98.89176471
1,206,Zimbabwe,Pakistan,Pakistan,2011,Harare,256,25,4,day,1,0,0,1,0,10000,113.4083333
2,211,Zimbabwe,New Zealand,New Zealand,2011,Harare,240,17,10,day,1,0,0,1,1,10000,112.7309091
3,213,Zimbabwe,New Zealand,New Zealand,2011,Harare,319,27,15,day,1,0,1,0,0,10000,109.1826667
0,226,England,Pakistan,Pakistan,2012,Dubai (DSC),259,21,5,night,0,0,1,0,0,25000,111.048
1,228,England,Pakistan,England,2012,Dubai (DSC),249,23,8,night,0,0,1,0,1,25000,104.748
2,229,England,Pakistan,England,2012,Abu Dhabi,233,15,4,night,0,0,1,0,1,20000,111.022
3,246,England,West Indies,England,2012,Nottingham,322,19,15,day,1,0,0,1,0,15350,132.4654545
4,258,England,South Africa,South Africa,2012,Chester-le-Street,230,26,1,day,1,0,0,1,1,5000,117.8807143
5,260,England,South Africa,no result,2012,Manchester,96,10,1,night,1,0,1,0,0,19000,131.2827273
6,262,England,South Africa,England,2012,Birmingham,185,14,8,night,1,0,0,1,1,24803,121.4214286
7,268,Afghanistan,England,England,2012,Colombo (RPS),258,24,12,night,0,0,1,0,0,35000,104.6944444
8,272,England,India,India,2012,Colombo (RPS),237,26,4,night,0,0,1,0,0,35000,113.3058824
9,276,England,West Indies,West Indies,2012,Pallekele,328,31,14,night,0,0,0,1,0,35000,131.4869231
10,279,England,New Zealand,England,2012,Pallekele,275,21,10,daynight,0,0,0,1,0,35000,124.2071429
11,284,Sri Lanka,England,Sri Lanka,2012,Pallekele,298,27,11,night,0,0,0,1,1,35000,118.7157895
12,292,India,England,India,2012,Pune,298,21,13,night,1,0,1,0,0,20000,115.0246667
13,294,India,England,England,2012,Mumbai,330,32,10,night,1,0,0,1,1,32000,117.6613333
0,217,Australia,India,Australia,2012,Sydney,298,17,13,night,1,0,0,1,1,78000,113.3828571
1,218,Australia,India,India,2012,Melbourne,258,24,3,night,1,0,1,0,1,90000,109.5026667
2,241,West Indies,Australia,Australia,2012,Gros Islet,296,25,13,day,1,0,1,0,1,12400,119.0107692
3,243,West Indies,Australia,West Indies,2012,Bridgetown,293,23,13,day,1,0,1,0,1,28000,109.9122727
4,256,Australia,Pakistan,Pakistan,2012,Dubai (DSC),169,14,1,night,0,0,0,1,1,25000,108.105625
5,257,Australia,Pakistan,tied,2012,Dubai (DSC),298,27,9,night,0,0,0,1,0,25000,113.4373333
6,259,Australia,Pakistan,Australia,2012,Dubai (DSC),224,11,13,night,0,0,0,1,1,25000,105.945
7,264,Australia,Ireland,Australia,2012,Colombo (RPS),234,27,4,daynight,0,0,0,1,0,35000,120.3471429
8,270,Australia,West Indies,Australia,2012,Colombo (RPS),275,23,17,night,0,0,0,1,0,35000,122.45
9,278,Australia,India,Australia,2012,Colombo (RPS),269,24,12,night,0,0,0,1,0,35000,121.1008333
10,281,Australia,South Africa,Australia,2012,Colombo (RPS),278,27,7,daynight,0,0,1,0,0,35000,124.1772727
11,285,Australia,Pakistan,Pakistan,2012,Colombo (RPS),259,19,7,daynight,0,0,1,0,0,35000,110.5329412
12,288,Australia,West Indies,West Indies,2012,Colombo (RPS),312,25,18,night,0,0,0,1,0,35000,118.255625
0,221,New Zealand,South Africa,New Zealand,2012,Wellington,281,18,11,night,1,0,1,0,0,33500,128.2557143
1,222,New Zealand,South Africa,South Africa,2012,Hamilton,326,25,22,night,1,0,0,1,1,10000,120.787
2,223,New Zealand,South Africa,South Africa,2012,Auckland,306,27,12,night,1,0,1,0,0,41000,127.0466667
3,242,South Africa,India,South Africa,2012,Johannesburg,283,30,10,daynight,1,0,0,1,1,28000,132.50625
4,258,England,South Africa,South Africa,2012,Chester-le-Street,230,26,1,day,1,0,0,1,1,5000,117.8807143
5,260,England,South Africa,no result,2012,Manchester,96,10,1,night,1,0,1,0,0,19000,131.2827273
6,262,England,South Africa,England,2012,Birmingham,185,14,8,night,1,0,0,1,1,24803,121.4214286
7,266,South Africa,Zimbabwe,South Africa,2012,Hambantota,167,15,0,night,0,0,1,0,0,35000,105.745
8,269,Sri Lanka,South Africa,South Africa,2012,Hambantota,118,9,3,daynight,0,0,1,0,0,35000,122.7461538
9,277,Pakistan,South Africa,Pakistan,2012,Colombo (RPS),253,22,9,daynight,0,0,0,1,0,35000,117.9583333
10,281,Australia,South Africa,Australia,2012,Colombo (RPS),278,27,7,daynight,0,0,1,0,0,35000,124.1772727
11,286,India,South Africa,India,2012,Colombo (RPS),288,24,8,night,0,0,0,1,1,35000,128.6605556
12,293,South Africa,New Zealand,South Africa,2012,Durban,169,27,1,night,1,0,0,1,0,25000,110.49
13,295,South Africa,New Zealand,New Zealand,2012,East London,312,33,10,night,1,0,0,1,1,15000,131.5145455
14,297,South Africa,New Zealand,South Africa,2012,Port Elizabeth,311,31,9,day,1,0,1,0,1,19000,120.3972222
0,241,West Indies,Australia,Australia,2012,Gros Islet,296,25,13,day,1,0,1,0,1,12400,119.0107692
1,243,West Indies,Australia,West Indies,2012,Bridgetown,293,23,13,day,1,0,1,0,1,28000,109.9122727
2,246,England,West Indies,England,2012,Nottingham,322,19,15,day,1,0,0,1,0,15350,132.4654545
3,247,New Zealand,West Indies,West Indies,2012,Lauderhill,328,28,17,day,0,1,1,0,0,20000,117.706
4,248,New Zealand,West Indies,West Indies,2012,Lauderhill,284,13,18,day,0,1,0,1,0,20000,114.2544444
5,270,Australia,West Indies,Australia,2012,Colombo (RPS),275,23,17,night,0,0,0,1,0,35000,122.45
6,273,Ireland,West Indies,no result,2012,Colombo (RPS),124,9,4,night,0,0,0,1,1,35000,117.565
7,276,England,West Indies,West Indies,2012,Pallekele,328,31,14,night,0,0,0,1,0,35000,131.4869231
8,280,Sri Lanka,West Indies,Sri Lanka,2012,Pallekele,242,28,6,night,0,0,0,1,0,35000,131.56
9,283,New Zealand,West Indies,tied,2012,Pallekele,263,20,8,daynight,0,0,1,0,0,35000,116.6273684
10,288,Australia,West Indies,West Indies,2012,Colombo (RPS),312,25,18,night,0,0,0,1,0,35000,118.255625
11,289,Sri Lanka,West Indies,West Indies,2012,Colombo (RPS),230,13,8,night,0,0,0,1,0,35000,115.6726316
12,291,Bangladesh,West Indies,West Indies,2012,Dhaka,363,30,21,night,1,0,0,1,0,25000,139.4222222
0,219,New Zealand,Zimbabwe,New Zealand,2012,Auckland,307,23,13,night,1,0,0,1,0,41000,104.548
1,220,New Zealand,Zimbabwe,New Zealand,2012,Hamilton,387,31,21,night,1,0,0,1,0,10000,122.6827273
2,221,New Zealand,South Africa,New Zealand,2012,Wellington,281,18,11,night,1,0,1,0,0,33500,128.2557143
3,222,New Zealand,South Africa,South Africa,2012,Hamilton,326,25,22,night,1,0,0,1,1,10000,120.787
4,223,New Zealand,South Africa,South Africa,2012,Auckland,306,27,12,night,1,0,1,0,0,41000,127.0466667
5,247,New Zealand,West Indies,West Indies,2012,Lauderhill,328,28,17,day,0,1,1,0,0,20000,117.706
6,248,New Zealand,West Indies,West Indies,2012,Lauderhill,284,13,18,day,0,1,0,1,0,20000,114.2544444
7,261,India,New Zealand,New Zealand,2012,Chennai,324,32,8,night,1,0,1,0,0,38000,129.3892308
8,267,Bangladesh,New Zealand,New Zealand,2012,Pallekele,308,28,12,daynight,0,0,1,0,0,35000,124.9635714
9,271,New Zealand,Pakistan,Pakistan,2012,Pallekele,325,32,11,daynight,0,0,0,1,0,35000,116.4261111
10,275,Sri Lanka,New Zealand,tied,2012,Pallekele,336,28,12,daynight,0,0,0,1,0,35000,122.3093333
11,279,England,New Zealand,England,2012,Pallekele,275,21,10,daynight,0,0,0,1,0,35000,124.2071429
12,283,New Zealand,West Indies,tied,2012,Pallekele,263,20,8,daynight,0,0,1,0,0,35000,116.6273684
13,290,Sri Lanka,New Zealand,no result,2012,Pallekele,73,8,1,day,1,0,1,0,0,35000,118.5872727
14,293,South Africa,New Zealand,South Africa,2012,Durban,169,27,1,night,1,0,0,1,0,25000,110.49
15,295,South Africa,New Zealand,New Zealand,2012,East London,312,33,10,night,1,0,0,1,1,15000,131.5145455
16,297,South Africa,New Zealand,South Africa,2012,Port Elizabeth,311,31,9,day,1,0,1,0,1,19000,120.3972222
0,217,Australia,India,Australia,2012,Sydney,298,17,13,night,1,0,0,1,1,78000,113.3828571
1,218,Australia,India,India,2012,Melbourne,258,24,3,night,1,0,1,0,1,90000,109.5026667
2,242,South Africa,India,South Africa,2012,Johannesburg,283,30,10,daynight,1,0,0,1,1,28000,132.50625
3,255,Sri Lanka,India,India,2012,Pallekele,252,29,3,night,1,0,1,0,0,35000,107.340625
4,261,India,New Zealand,New Zealand,2012,Chennai,324,32,8,night,1,0,1,0,0,38000,129.3892308
5,265,Afghanistan,India,India,2012,Colombo (RPS),273,26,8,night,0,0,1,0,0,35000,119.5822222
6,272,England,India,India,2012,Colombo (RPS),237,26,4,night,0,0,1,0,0,35000,113.3058824
7,278,Australia,India,Australia,2012,Colombo (RPS),269,24,12,night,0,0,0,1,0,35000,121.1008333
8,282,India,Pakistan,India,2012,Colombo (RPS),242,24,4,night,0,0,0,1,0,35000,110.4486667
9,286,India,South Africa,India,2012,Colombo (RPS),288,24,8,night,0,0,0,1,1,35000,128.6605556
10,292,India,England,India,2012,Pune,298,21,13,night,1,0,1,0,0,20000,115.0246667
11,294,India,England,England,2012,Mumbai,330,32,10,night,1,0,0,1,1,32000,117.6613333
12,296,India,Pakistan,Pakistan,2012,Bengaluru,257,19,8,night,1,0,0,1,1,40000,106.6516667
13,298,India,Pakistan,India,2012,Ahmedabad,361,37,14,daynight,1,0,0,1,1,132000,119.1793333
0,226,England,Pakistan,Pakistan,2012,Dubai (DSC),259,21,5,night,0,0,1,0,0,25000,111.048
1,228,England,Pakistan,England,2012,Dubai (DSC),249,23,8,night,0,0,1,0,1,25000,104.748
2,229,England,Pakistan,England,2012,Abu Dhabi,233,15,4,night,0,0,1,0,1,20000,111.022
3,244,Sri Lanka,Pakistan,Sri Lanka,2012,Hambantota,200,18,3,night,1,0,1,0,1,35000,94.6315
4,245,Sri Lanka,Pakistan,Pakistan,2012,Hambantota,205,21,2,night,1,0,0,1,0,35000,91.51789474
5,256,Australia,Pakistan,Pakistan,2012,Dubai (DSC),169,14,1,night,0,0,0,1,1,25000,108.105625
6,257,Australia,Pakistan,tied,2012,Dubai (DSC),298,27,9,night,0,0,0,1,0,25000,113.4373333
7,259,Australia,Pakistan,Australia,2012,Dubai (DSC),224,11,13,night,0,0,0,1,1,25000,105.945
8,271,New Zealand,Pakistan,Pakistan,2012,Pallekele,325,32,11,daynight,0,0,0,1,0,35000,116.4261111
9,274,Bangladesh,Pakistan,Pakistan,2012,Pallekele,332,43,8,night,0,0,1,0,1,35000,122.3409091
10,277,Pakistan,South Africa,Pakistan,2012,Colombo (RPS),253,22,9,daynight,0,0,0,1,0,35000,117.9583333
11,282,India,Pakistan,India,2012,Colombo (RPS),242,24,4,night,0,0,0,1,0,35000,110.4486667
12,285,Australia,Pakistan,Pakistan,2012,Colombo (RPS),259,19,7,daynight,0,0,1,0,0,35000,110.5329412
13,287,Sri Lanka,Pakistan,Sri Lanka,2012,Colombo (RPS),243,28,1,night,0,0,1,0,1,35000,114.4026667
14,296,India,Pakistan,Pakistan,2012,Bengaluru,257,19,8,night,1,0,0,1,1,40000,106.6516667
15,298,India,Pakistan,India,2012,Ahmedabad,361,37,14,daynight,1,0,0,1,1,132000,119.1793333
0,244,Sri Lanka,Pakistan,Sri Lanka,2012,Hambantota,200,18,3,night,1,0,1,0,1,35000,94.6315
1,245,Sri Lanka,Pakistan,Pakistan,2012,Hambantota,205,21,2,night,1,0,0,1,0,35000,91.51789474
2,255,Sri Lanka,India,India,2012,Pallekele,252,29,3,night,1,0,1,0,0,35000,107.340625
3,263,Sri Lanka,Zimbabwe,Sri Lanka,2012,Hambantota,247,22,5,night,0,0,0,1,1,35000,100.8847059
4,269,Sri Lanka,South Africa,South Africa,2012,Hambantota,118,9,3,daynight,0,0,1,0,0,35000,122.7461538
5,275,Sri Lanka,New Zealand,tied,2012,Pallekele,336,28,12,daynight,0,0,0,1,0,35000,122.3093333
6,280,Sri Lanka,West Indies,Sri Lanka,2012,Pallekele,242,28,6,night,0,0,0,1,0,35000,131.56
7,284,Sri Lanka,England,Sri Lanka,2012,Pallekele,298,27,11,night,0,0,0,1,1,35000,118.7157895
8,287,Sri Lanka,Pakistan,Sri Lanka,2012,Colombo (RPS),243,28,1,night,0,0,1,0,1,35000,114.4026667
9,289,Sri Lanka,West Indies,West Indies,2012,Colombo (RPS),230,13,8,night,0,0,0,1,0,35000,115.6726316
10,290,Sri Lanka,New Zealand,no result,2012,Pallekele,73,8,1,day,1,0,1,0,0,35000,118.5872727
0,219,New Zealand,Zimbabwe,New Zealand,2012,Auckland,307,23,13,night,1,0,0,1,0,41000,104.548
1,220,New Zealand,Zimbabwe,New Zealand,2012,Hamilton,387,31,21,night,1,0,0,1,0,10000,122.6827273
2,263,Sri Lanka,Zimbabwe,Sri Lanka,2012,Hambantota,247,22,5,night,0,0,0,1,1,35000,100.8847059
3,266,South Africa,Zimbabwe,South Africa,2012,Hambantota,167,15,0,night,0,0,1,0,0,35000,105.745
